use_static_covariates,use_covariates,use_encoders,sample_weight,input_chunk_length,hidden_size,ff_size,num_blocks,dropout,norm_type,batch_size,n_epochs,normalize_before,activation,optimizer,optimizer_kwargs.lr,optimizer_kwargs.weight_decay,WIS_1,WIS_2,WIS_3,WIS,WIS_std,error_flag,error_msg
False,True,True,linear,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,488.11230620054147,428.73077090274893,411.66443656289044,442.8358378887269,32.76465452326146,False,
False,True,True,linear,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,487.9723753123699,416.1484863077884,409.40434792794673,437.84173651603504,35.55447988855094,False,
False,True,True,linear,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,477.0677644731362,426.47717995106217,408.87771293211165,437.47421911877,28.904116605701358,False,
False,True,True,linear,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,503.9561993700541,488.114091654519,480.0646617294878,490.71165091802027,9.925115559468319,False,
False,True,True,linear,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,497.48176150562267,419.0172352665556,436.1198556591003,450.8729508104262,33.6888787969004,False,
False,True,True,linear,8,32,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,572.2703369689714,454.06338127342775,416.0560856153685,480.7966012859226,66.51677417849322,False,
False,True,True,linear,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,610.6270815545605,522.3228203092461,494.7018635464391,542.550588470082,49.440442258903865,False,
False,True,True,linear,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,663.4945156965848,534.514217513536,490.0870330070804,562.6985887390671,73.54503313939291,False,
False,True,True,linear,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,630.2671679768847,564.2025230372763,508.99811159412747,567.8226008694295,49.5740169283885,False,
False,True,True,linear,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,688.3608525093712,533.5853171855478,477.67604032174097,566.5407366722199,89.11254036999564,False,
False,True,True,linear,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,648.1667793367347,563.4499570491462,504.00438280924624,571.8737063983757,59.154705690312255,False,
False,True,True,linear,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,720.6431078196586,554.8582101207829,469.227831502499,581.5763831476468,104.36412496264701,False,
False,True,True,linear,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,534.7388267909204,568.415246642024,471.3049803467306,524.819684593225,40.260758325688776,False,
False,True,True,linear,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,467.3734213608913,605.1030380570594,463.4469681903374,511.9744758694294,65.87134470555257,False,
False,True,True,linear,8,32,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,589.7464313046647,565.403467825906,440.4711418419409,531.8736803241706,65.39094228040378,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,599.5998905404,511.802928076843,477.7566236724282,529.719814096557,51.330345305335825,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,597.6707439608497,504.95422115785095,476.6280594023324,526.4176748403444,51.69360214616238,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,594.3731141972094,505.89749440337357,475.15164189400247,525.1407501648617,50.53821678533727,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,601.821678206997,532.5017071012078,425.5174931018326,519.9469594700124,72.52129658457243,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,600.6890140826739,531.3957144158684,424.82889434089964,518.9712076131473,72.33013067809728,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,608.1704843034152,527.105459834444,423.94908501665975,519.7416763848396,75.38810679327804,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,484.63718242399,648.1773110162432,531.4865972511453,554.7670302304595,68.76446434397604,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,491.7194888848397,527.1470087984173,510.63610630987085,509.8342013310426,14.474335459772416,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,496.06335003644324,638.7979003540191,478.7074239900042,537.8562247934889,71.72737014072979,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,571.8951340587256,590.8677422167847,425.2335927738442,529.3321563497848,74.01519289537984,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,565.7998324916701,616.7721947886297,428.96567315701793,537.1792334791058,79.2976519522899,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,591.3548494117034,593.5849521032903,440.68452116305707,541.8747742260169,71.55810611297251,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,704.5279233912953,573.7265246251562,429.88833923365263,569.3809290833681,112.16323951286456,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,649.3225855112453,569.911510308205,428.80543432423985,549.3465100478967,91.19262732877775,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,694.9214763379841,599.7529196168264,442.6183139837568,579.0975699795225,104.032700099425,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,523.5894657174093,665.9841765149938,610.3466610266556,599.9734344196862,58.59332321724938,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,493.45327871199504,712.8242158215328,561.6411484798001,589.3062143377759,91.66940206987934,False,
False,True,True,linear,8,32,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,542.0689626718034,674.6770574760516,594.272077129321,603.672699092392,54.543594013550575,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,498.9297167846731,533.9662535141608,474.3698465483132,502.42193894904904,24.455124105781344,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,499.63009279987506,537.2658431382758,470.7010217097042,502.5323192159517,27.252352211409043,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,499.5199177426074,541.03540894419,474.46212893065393,505.0058185391504,27.453861095813124,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,473.64451803935856,550.8265775978759,467.5283856986672,497.33316044530056,37.907879811430554,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,475.7884441378592,553.8307572365682,464.51692914410665,498.04537683951133,39.71371100008028,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,472.6298317107456,528.5614553831737,459.50875780924616,486.9000149677218,29.9421370669033,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,403.22275015618504,476.0328644314869,478.6798326218242,452.64514906983203,34.96361676500213,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,383.08033514681387,578.5998568304873,525.6203726311953,495.7668548694988,82.56470283728616,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,415.51516087047065,453.8482351103707,458.8343777332361,442.7325912380258,19.352980673502202,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,591.4248904102458,555.0706233079966,401.6031762807164,516.0328966663196,82.26392025986003,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,594.3039123021657,564.2442413317368,412.05145356101633,523.5332023983063,79.77899137650238,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,583.8592871459809,542.0523252030405,414.71181213556855,513.5411414948634,71.93692965800247,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,493.02930354539774,594.8679021761766,470.3465946480633,519.4146001232125,54.15118905282491,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,539.0627734537693,548.3315310027073,484.5130072105374,523.9691038890047,28.155107771659768,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,559.0029671230737,538.9311532955019,480.4438572469805,526.1259925551855,33.32529111970897,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,463.77735839233645,454.9638252290712,611.7492085329029,510.16346405143685,71.92202816520717,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,431.3737821480633,434.2226063359017,492.2935183256976,452.6299689365542,28.07046861527927,False,
False,True,True,linear,8,64,32,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,414.9269214650146,405.20998125780926,566.6022853758851,462.24639603290296,73.89730920753543,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,597.5290018481883,498.6708664358601,454.4051250780925,516.8683311207136,59.83015859437869,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,585.3197038994169,495.1311234902124,461.2523166128696,513.901048000833,52.36036475954133,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,589.2926580070805,490.91973539670977,458.98165673157024,513.0646833784534,55.455918254604775,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,519.2850570074968,567.86316053207,400.87671425968347,496.0083105997501,70.13070417521875,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,551.6868183829655,553.0607319866723,408.69554651707625,504.48103229557137,67.73288897827175,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,534.3077112401083,562.5063545137443,405.6582096001666,500.8240917846731,68.27005063024818,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,560.8181904675135,825.0363165087464,493.8389988546438,626.5645019436346,142.97983286663072,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,528.0590920449813,655.7416905716369,465.2957114223241,549.698831346314,79.24067339991234,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,576.2419720949604,658.6567950853811,521.3394365628905,585.4127345810774,56.43339083279883,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,705.2438745574761,654.0663373334028,560.8922311016244,640.0674809975011,59.75686976482983,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,694.4396242451063,669.6467240212412,560.3461080018743,641.4774854227406,58.254597970362944,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,606.7374819085799,661.3890809818826,578.4274445543524,615.518002481605,34.433331098742215,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,625.6784798000833,845.4334481726364,587.8090175968347,686.3069818565182,113.57654761901584,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,592.4485765045814,851.0265743440234,580.8857325072887,674.7869611186311,124.70959811418771,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,659.5949785245731,860.1844373438151,624.9256557163682,714.9016905282521,103.70084499077501,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,645.6163016711787,623.36049809975,570.1727221730529,613.0498406479938,31.650862702177097,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,581.9164389837568,600.8386138588088,517.2664274000416,566.6738267475357,35.780166835949636,False,
False,True,True,linear,8,64,32,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,590.8110253540191,543.1893166909621,615.2906804456477,583.0970074968762,29.936390535562918,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,561.6052340170762,556.6553607871721,564.7999134475219,561.0201694172567,3.350637745143894,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,557.5776442107456,559.5165549510622,560.8817146501458,559.3253046039846,1.3556432393449702,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,567.368541753436,552.5794031132862,553.0933135932944,557.6804194866721,6.853748890798841,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,614.7422672844648,491.92236984589755,591.3943422011663,566.0196597771761,53.25465665268975,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,590.5463542534361,495.4179149312787,573.7985414931279,553.2542702259476,41.464083280127035,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,636.2460227509371,491.67484238338193,517.8607498177843,548.5938716507011,62.89462155815192,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,488.68434714702204,524.2317124375261,397.1756480372762,470.03056920727477,53.521232227899766,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,476.29790972511455,605.4133942888382,439.6667861047481,507.12603003956696,71.09038511043217,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,413.0228178363182,579.781238676593,430.93128058621414,474.5784456997085,74.74801668324955,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,596.7183392336527,558.6079237817577,689.4169584287798,614.9144071480633,54.930705147369345,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.001,616.9933470428988,616.809842513536,690.16888705227,641.3240255362349,34.53861405121864,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0.0001,634.5007891243232,545.2615657538526,765.2623936640983,648.3415828474248,90.34661679134229,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0,646.748004347147,644.1786577207414,593.3476118023739,628.0914246234207,24.589967907388736,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.001,636.721398635985,636.0224307580175,631.3927556226573,634.7121950055533,2.364479842184909,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.001,0.0001,636.1145768690129,653.2079706372344,669.2209352873803,652.8478275978758,13.518013147598017,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0,533.6423668523532,571.572809896918,502.4352923261141,535.8834896917951,28.269725357107202,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.001,535.2529581424407,587.7804608756768,692.0475948823407,605.0270046334861,65.162473767713,False,
False,True,True,linear,8,64,64,4,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.005,0.0001,521.2200822573928,625.0374716264058,519.1079197469804,555.121824543593,49.4453475254846,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0,559.3975356622241,537.7317249323198,473.4486738598502,523.5259781514648,36.49798298063627,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.001,549.2462148583924,542.3341103967098,472.6609047011662,521.4137433187561,34.58876264508343,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.0005,0.0001,550.6493176020407,540.3208000572678,471.4290372501041,520.7997183031375,35.16406953504704,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0,514.8278057319867,576.4452825645565,418.3480826999167,503.20705699881995,65.0638788786298,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.001,518.080832075177,561.5215807215744,410.26723097147027,496.62321458940727,63.5861179331145,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.001,0.0001,481.83450085901717,570.5323742711371,409.8478460797584,487.40490706997093,65.71733139762429,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0,527.0923339233652,468.6169590795502,722.3628308517284,572.690707951548,108.49316613153172,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.001,589.4261217982091,695.7887606726364,636.1471192992503,640.454000590032,43.52902983008481,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,500,False,ReLU,AdamW,0.005,0.0001,457.88225075489385,590.9858232246979,703.9961739900042,584.288082656532,100.5871449675464,False,
False,True,True,linear,8,64,64,6,0.2,TimeBatchNorm2d,32,1000,False,ReLU,AdamW,0.0005,0,819.7227142336526,654.2596817732194,560.2748129685548,678.0857363251422,107.25068461117746,False,
